33.738185883,1.620000005
35.319992718,1.285279998
36.901799553,0.826540419
38.483606388,1.034874515
40.065413223,2.196124417
41.647220058,1.868155165
43.229026893,1.130506953
44.810833728,1.487470989
46.392640563,1.798977447
47.974447399,2.010062003
49.556254234,2.337154629
51.138061069,2.748895895
52.719867904,3.128737073
54.301674739,3.532328209
55.883481574,3.925894623
57.465288409,3.991024982
59.047095244,5.004341489
60.628902079,6.624903496
62.210708914,6.524332846
63.792515750,8.971403611
65.374322585,14.981206013
66.956129420,22.765029500
68.537936255,37.058729151
70.119743090,63.648905120
71.701549925,112.872510807
73.283356760,199.021538366
74.865163595,306.354951611
76.446970430,410.649272183
78.028777266,502.515696286
79.610584101,610.576782728
81.192390936,737.466642813
82.774197771,852.111966625
84.356004606,914.219221102
85.937811441,920.907139677
87.519618276,918.071244399
89.101425111,974.323183175
90.683231946,1050.132473386
92.265038781,1085.478508695
93.846845617,1052.733397254
95.428652452,978.639707287
97.010459287,907.779865558
98.592266122,861.563488430
100.174072957,813.943635784
101.755879792,777.689162284
103.337686627,781.904022408
104.919493462,837.612222757
106.501300297,894.169382760
108.083107133,896.421027863
109.664913968,831.041224075
111.246720803,760.695127433
112.828527638,725.201051680
114.410334473,725.957374211
115.992141308,733.754629460
117.573948143,725.634034729
119.155754978,714.662268366
120.737561813,728.844538535
122.319368648,747.402757853
123.901175484,744.857909003
125.482982319,713.705732068
127.064789154,674.320691069
128.646595989,650.607815960
130.228402824,640.239249557
131.810209659,618.947594802
133.392016494,590.764393484
134.973823329,574.288022697
136.555630164,581.612562223
138.137437000,598.437167108
139.719243835,604.465122098
141.301050670,586.483902968
142.882857505,548.471686999
144.464664340,519.684780012
146.046471175,510.552123123
147.628278010,507.839557372
149.210084845,495.253773732
150.791891680,488.513193492
152.373698515,497.777446615
153.955505351,503.069246846
155.537312186,499.315805278
157.119119021,486.768054761
158.700925856,470.977854312
160.282732691,469.323270361
161.864539526,468.990746532
163.446346361,458.263052235
165.028153196,454.792622954
166.609960031,454.457862715
168.191766867,455.125233070
169.773573702,461.101852708
171.355380537,462.815433072
172.937187372,456.928177358
174.518994207,447.950887168
176.100801042,442.513187845
177.682607877,437.832834138
179.264414712,432.646103969
180.846221547,429.791438905
182.428028382,425.977785236
184.009835218,422.597394488
185.591642053,422.204481933
187.173448888,421.615783718
188.755255723,421.120039453
190.337062558,417.806939758
191.918869393,407.749210052
193.500676228,404.805635756
195.082483063,408.415096343
196.664289898,408.028332348
198.246096734,402.747878396
199.827903569,399.106099942
201.409710404,400.376995650
202.991517239,402.299205877
204.573324074,401.569574618
206.155130909,398.681505428
207.736937744,396.636143484
209.318744579,397.376329181
210.900551414,397.789048817
212.482358250,395.752819700
214.064165085,393.832311076
215.645971920,395.560486499
217.227778755,398.571364971
218.809585590,398.551437105
220.391392425,397.820803088
221.973199260,398.041885603
223.555006095,398.833569161
225.136812930,398.326536597
226.718619765,395.965254192
228.300426601,396.999794813
229.882233436,403.350788685
231.464040271,401.537383466
233.045847106,396.399437840
234.627653941,396.266219301
236.209460776,399.688221962
237.791267611,400.126092948
239.373074446,397.622296762
240.954881281,396.737056483
242.536688117,397.711375149
244.118494952,396.901944944
245.700301787,395.574727694
247.282108622,399.568621948
248.863915457,399.978787568
250.445722292,396.534200726
252.027529127,396.284828439
253.609335962,399.841977123
255.191142797,398.783953515
256.772949632,393.506839035
258.354756468,395.173414401
259.936563303,396.865550849
261.518370138,395.247697324
263.100176973,393.961620966
264.681983808,396.921530304
266.263790643,396.640807759
267.845597478,392.280943618
269.427404313,393.045011762
271.009211148,395.917832728
272.591017984,395.165481883
274.172824819,391.209686882
275.754631654,393.164345963
277.336438489,393.561142044
278.918245324,390.927928125
280.500052159,392.194890303
282.081858994,388.487828622
283.663665829,385.632036912
285.245472664,389.894075975
286.827279499,391.039482069
288.409086335,390.062676971
289.990893170,389.742785566
291.572700005,389.953494284
293.154506840,389.883653587
294.736313675,390.138090853
296.318120510,390.527355899
297.899927345,389.424225960
299.481734180,389.855282374
301.063541015,389.141546330
302.645347851,384.225239928
304.227154686,384.591513917
305.808961521,387.449056180
307.390768356,387.660942474
308.972575191,386.662010325
310.554382026,387.445294283
312.136188861,387.362783625
